time [s],x-distance [m],y-distance [m],Øx-velocity [m/s],Øy-velocity [m/s]
"0,0000","0,1108","0,1629","",""
"0,0160","0,1074","0,1655","-0,2169","0,1621"
"0,0330","0,1069","0,1679","-0,0289","0,1402"
"0,0500","0,1068","0,1693","-0,0062","0,0825"
"0,0660","0,1050","0,1694","-0,1073","0,0066"
"0,0830","0,1021","0,1744","-0,1752","0,2969"
"0,1000","0,0936","0,1791","-0,4989","0,2742"
"0,1160","0,0755","0,1921","-1,1281","0,8170"
"0,1330","0,0498","0,2011","-1,5112","0,5298"
"0,1500","0,0126","0,2089","-2,1915","0,4536"
"0,1660","-0,0275","0,2091","-2,5081","0,0175"
"0,1830","-0,0611","0,2005","-1,9709","-0,5092"
"0,2000","-0,0811","0,1927","-1,1813","-0,4556"
"0,2160","-0,0913","0,1875","-0,6331","-0,3242"
"0,2330","-0,0896","0,1880","0,0969","0,0289"
"0,2500","-0,0763","0,1944","0,7855","0,3752"
"0,2660","-0,0532","0,2044","1,4413","0,6221"
"0,2830","-0,0183","0,2090","2,0513","0,2701"
"0,3000","0,0203","0,2103","2,2740","0,0783"
"0,3160","0,0510","0,2029","1,9189","-0,4600"
"0,3330","0,0714","0,1947","1,1999","-0,4845"
"0,3500","0,0826","0,1892","0,6597","-0,3257"
"0,3660","0,0769","0,1915","-0,3570","0,1490"
"0,3830","0,0612","0,2003","-0,9236","0,5133"
"0,4000","0,0361","0,2072","-1,4782","0,4082"
"0,4160","0,0021","0,2122","-2,1270","0,3110"
"0,4330","-0,0325","0,2097","-2,0307","-0,1464"
"0,4500","-0,0609","0,2010","-1,6741","-0,5113"
"0,4660","-0,0802","0,1933","-1,2070","-0,4841"
"0,4830","-0,0831","0,1912","-0,1691","-0,1196"
"0,5000","-0,0771","0,1938","0,3525","0,1526"
"0,5160","-0,0640","0,2007","0,8171","0,4293"
"0,5330","-0,0388","0,2072","1,4823","0,3835"
"0,5500","-0,0031","0,2095","2,1049","0,1319"
"0,5660","0,0292","0,2086","2,0131","-0,0504"
"0,5830","0,0523","0,2044","1,3607","-0,2515"
"0,6000","0,0682","0,1981","0,9360","-0,3670"
"0,6160","0,0754","0,1933","0,4512","-0,3023"
"0,6330","0,0682","0,1962","-0,4247","0,1691"
"0,6500","0,0495","0,2026","-1,0989","0,3773"
"0,6660","0,0217","0,2082","-1,7414","0,3505"
"0,6830","-0,0086","0,2133","-1,7813","0,2989"
"0,7000","-0,0380","0,2079","-1,7256","-0,3134"
"0,7160","-0,0619","0,2016","-1,4939","-0,3965"
"0,7330","-0,0756","0,1971","-0,8082","-0,2639"
"0,7500","-0,0752","0,1959","0,0247","-0,0722"
"0,7660","-0,0686","0,2000","0,4118","0,2563"
"0,7830","-0,0528","0,2037","0,9298","0,2206"
"0,8000","-0,0288","0,2100","1,4081","0,3690"
"0,8160","0,0060","0,2114","2,1752","0,0854"
"0,8330","0,0327","0,2071","1,5730","-0,2515"
"0,8500","0,0532","0,2022","1,2061","-0,2866"
"0,8660","0,0633","0,1988","0,6309","-0,2169"
"0,8830","0,0660","0,1970","0,1567","-0,1051"
"0,9000","0,0568","0,1991","-0,5381","0,1258"
"0,9160","0,0380","0,2088","-1,1763","0,6068"
"0,9330","0,0116","0,2111","-1,5524","0,1319"
"0,9500","-0,0175","0,2118","-1,7132","0,0454"
"0,9660","-0,0428","0,2067","-1,5772","-0,3220"
"0,9830","-0,0614","0,2007","-1,0989","-0,3546"
"1,0000","-0,0720","0,1972","-0,6226","-0,2020"
"1,0160","-0,0705","0,1981","0,0964","0,0526"
"1,0330","-0,0606","0,2016","0,5814","0,2103"
"1,0500","-0,0440","0,2078","0,9772","0,3649"
"1,0660","-0,0200","0,2104","1,5005","0,1621"
"1,0830","0,0114","0,2103","1,8472","-0,0062"
"1,1000","0,0361","0,2092","1,4535","-0,0680"
"1,1160","0,0531","0,2033","1,0624","-0,3702"
"1,1330","0,0609","0,2016","0,4577","-0,0969"
"1,1500","0,0598","0,2004","-0,0680","-0,0680"
"1,1660","0,0490","0,2040","-0,6703","0,2212"
"1,1830","0,0292","0,2085","-1,1648","0,2680"
"1,2000","0,0028","0,2114","-1,5524","0,1670"
"1,2160","-0,0239","0,2106","-1,6713","-0,0460"
"1,2330","-0,0460","0,2055","-1,3009","-0,3010"
"1,2500","-0,0602","0,2010","-0,8350","-0,2680"
"1,2660","-0,0685","0,1997","-0,5170","-0,0789"
"1,2830","-0,0639","0,1999","0,2721","0,0082"
"1,3000","-0,0523","0,2048","0,6803","0,2886"
"1,3160","-0,0336","0,2098","1,1653","0,3132"
"1,3330","-0,0094","0,2111","1,4267","0,0783"
"1,3500","0,0173","0,2150","1,5689","0,2309"
"1,3660","0,0394","0,2078","1,3822","-0,4512"
"1,3830","0,0544","0,2058","0,8844","-0,1175"
"1,4000","0,0592","0,2021","0,2804","-0,2206"
"1,4160","0,0543","0,2038","-0,3067","0,1073"
"1,4330","0,0420","0,2068","-0,7216","0,1773"
"1,4500","0,0216","0,2104","-1,2019","0,2144"
"1,4660","-0,0041","0,2117","-1,6078","0,0767"
"1,4830","-0,0295","0,2100","-1,4906","-0,0969"
"1,5000","-0,0482","0,2049","-1,0989","-0,2989"
"1,5160","-0,0606","0,2031","-0,7776","-0,1139"
"1,5330","-0,0616","0,2005","-0,0577","-0,1526"
"1,5500","-0,0573","0,2027","0,2495","0,1258"
"1,5660","-0,0432","0,2056","0,8828","0,1818"
"1,5830","-0,0243","0,2089","1,1112","0,1979"
"1,6000","-0,0039","0,2143","1,2019","0,3154"
"1,6160","0,0227","0,2098","1,6626","-0,2826"
"1,6330","0,0391","0,2079","0,9648","-0,1072"
"1,6500","0,0527","0,2058","0,7999","-0,1278"
"1,6660","0,0557","0,2031","0,1840","-0,1687"
"1,6830","0,0488","0,2060","-0,4041","0,1732"
"1,7000","0,0355","0,2096","-0,7814","0,2082"
"1,7160","0,0150","0,2138","-1,2814","0,2629"
"1,7330","-0,0129","0,2117","-1,6431","-0,1216"
"1,7500","-0,0349","0,2095","-1,2926","-0,1299"
"1,7660","-0,0500","0,2068","-0,9419","-0,1687"
"1,7830","-0,0588","0,2028","-0,5216","-0,2371"
"1,8000","-0,0581","0,2014","0,0412","-0,0825"
"1,8160","-0,0522","0,2050","0,3724","0,2256"
"1,8330","-0,0357","0,2074","0,9710","0,1402"
"1,8500","-0,0179","0,2115","1,0453","0,2412"
"1,8660","0,0044","0,2119","1,3953","0,0307"
"1,8830","0,0266","0,2093","1,3050","-0,1526"
"1,9000","0,0414","0,2045","0,8700","-0,2866"
"1,9160","0,0525","0,2039","0,6922","-0,0350"
"1,9330","0,0538","0,2011","0,0783","-0,1629"
"1,9500","0,0422","0,2064","-0,6824","0,3072"
"1,9660","0,0289","0,2102","-0,8324","0,2366"
"1,9830","0,0052","0,2124","-1,3916","0,1299"
"2,0000","-0,0141","0,2078","-1,1360","-0,2680"
"2,0160","-0,0366","0,2098","-1,4085","0,1227"
"2,0330","-0,0498","0,2054","-0,7731","-0,2577"
"2,0500","-0,0552","0,2037","-0,3175","-0,0969"
"2,0660","-0,0545","0,2028","0,0438","-0,0591"
"2,0830","-0,0465","0,2068","0,4680","0,2350"
"2,1000","-0,0329","0,2094","0,7979","0,1526"
"2,1160","-0,0136","0,2125","1,2113","0,1928"
"2,1330","0,0103","0,2132","1,4060","0,0412"
"2,1500","0,0309","0,2106","1,2122","-0,1526"
"2,1660","0,0431","0,2078","0,7579","-0,1752"
"2,1830","0,0488","0,2061","0,3340","-0,0990"
"2,2000","0,0470","0,2064","-0,1010","0,0165"
"2,2160","0,0366","0,2103","-0,6528","0,2431"
"2,2330","0,0191","0,2115","-1,0267","0,0742"
"2,2500","0,0006","0,2122","-1,0906","0,0371"
"2,2660","-0,0205","0,2082","-1,3209","-0,2475"
"2,2830","-0,0382","0,2064","-1,0391","-0,1031"
"2,3000","-0,0497","0,2059","-0,6783","-0,0309"
"2,3160","-0,0541","0,2020","-0,2716","-0,2475"
"2,3330","-0,0516","0,2022","0,1484","0,0124"
"2,3500","-0,0426","0,2074","0,5257","0,3072"
"2,3660","-0,0276","0,2108","0,9375","0,2125"
"2,3830","-0,0055","0,2111","1,3009","0,0165"
"2,4000","0,0139","0,2131","1,1421","0,1175"
"2,4160","0,0305","0,2088","1,0361","-0,2672"
"2,4330","0,0417","0,2101","0,6577","0,0763"
"2,4500","0,0481","0,2068","0,3793","-0,1917"
"2,4660","0,0438","0,2076","-0,2716","0,0460"
"2,4830","0,0308","0,2126","-0,7607","0,2948"
"2,5000","0,0144","0,2131","-0,9690","0,0309"
"2,5160","-0,0039","0,2136","-1,1434","0,0307"
"2,5330","-0,0257","0,2093","-1,2782","-0,2515"
"2,5500","-0,0413","0,2073","-0,9216","-0,1196"
"2,5660","-0,0486","0,2034","-0,4534","-0,2453"
"2,5830","-0,0529","0,2060","-0,2556","0,1546"
"2,6000","-0,0488","0,2070","0,2433","0,0618"
"2,6160","-0,0372","0,2071","0,7272","0,0066"
"2,6330","-0,0207","0,2117","0,9669","0,2659"
"2,6500","-0,0020","0,2105","1,0989","-0,0660"
"2,6660","0,0169","0,2112","1,1807","0,0394"
"2,6830","0,0327","0,2107","0,9319","-0,0268"
"2,7000","0,0422","0,2080","0,5608","-0,1587"
"2,7160","0,0453","0,2052","0,1928","-0,1774"
"2,7330","0,0398","0,2075","-0,3216","0,1381"
"2,7500","0,0260","0,2109","-0,8123","0,1959"
"2,7660","0,0095","0,2111","-1,0317","0,0131"
"2,7830","-0,0101","0,2137","-1,1566","0,1546"
"2,8000","-0,0283","0,2112","-1,0700","-0,1484"
"2,8160","-0,0440","0,2070","-0,9770","-0,2629"
"2,8330","-0,0481","0,2059","-0,2412","-0,0618"
"2,8500","-0,0480","0,2055","0,0021","-0,0268"
"2,8660","-0,0443","0,2092","0,2322","0,2322"
"2,8830","-0,0321","0,2110","0,7195","0,1093"
"2,9000","-0,0150","0,2117","1,0061","0,0392"
"2,9160","0,0049","0,2136","1,2398","0,1161"
"2,9330","0,0197","0,2104","0,8741","-0,1835"
"2,9500","0,0346","0,2070","0,8721","-0,2020"
"2,9660","0,0416","0,2054","0,4403","-0,1030"
"2,9830","0,0422","0,2054","0,0371","0,0041"
"3,0000","0,0331","0,2079","-0,5381","0,1464"
"3,0160","0,0216","0,2094","-0,7185","0,0942"
"3,0330","0,0025","0,2108","-1,1236","0,0783"
"3,0500","-0,0161","0,2124","-1,0947","0,0969"
"3,0660","-0,0309","0,2090","-0,9266","-0,2147"
"3,0830","-0,0432","0,2065","-0,7195","-0,1423"
"3,1000","-0,0464","0,2039","-0,1917","-0,1567"
"3,1160","-0,0471","0,2053","-0,0416","0,0898"
"3,1330","-0,0379","0,2056","0,5402","0,0144"
"3,1500","-0,0267","0,2087","0,6618","0,1855"
"3,1660","-0,0097","0,2090","1,0602","0,0197"
"3,1830","0,0081","0,2101","1,0453","0,0598"
"3,2000","0,0241","0,2083","0,9463","-0,1010"
"3,2160","0,0359","0,2075","0,7316","-0,0526"
"3,2330","0,0415","0,2071","0,3340","-0,0206"
"3,2500","0,0389","0,2068","-0,1526","-0,0186"
"3,2660","0,0315","0,2096","-0,4644","0,1709"
"3,2830","0,0169","0,2092","-0,8597","-0,0227"
"3,3000","0,0012","0,2121","-0,9257","0,1711"
"3,3160","-0,0180","0,2090","-1,1960","-0,1950"
"3,3330","-0,0329","0,2078","-0,8783","-0,0680"
"3,3500","-0,0426","0,2055","-0,5711","-0,1361"
"3,3660","-0,0452","0,2066","-0,1599","0,0701"
"3,3830","-0,0431","0,2066","0,1216","0,0000"
"3,4000","-0,0373","0,2084","0,3422","0,1031"
"3,4160","-0,0220","0,2115","0,9551","0,1928"
"3,4330","-0,0049","0,2137","1,0040","0,1299"
"3,4500","0,0107","0,2132","0,9195","-0,0268"
"3,4660","0,0246","0,2100","0,8696","-0,2015"
"3,4830","0,0348","0,2095","0,5979","-0,0268"
"3,5000","0,0397","0,2069","0,2886","-0,1546"
"3,5160","0,0357","0,2083","-0,2475","0,0876"
"3,5330","0,0258","0,2113","-0,5834","0,1794"
"3,5500","0,0117","0,2117","-0,8288","0,0227"
"3,5660","-0,0041","0,2126","-0,9901","0,0526"
"3,5830","-0,0224","0,2115","-1,0762","-0,0618"
"3,6000","-0,0353","0,2096","-0,7587","-0,1113"
"3,6160","-0,0430","0,2072","-0,4775","-0,1490"
"3,6330","-0,0432","0,2061","-0,0144","-0,0680"
"3,6500","-0,0418","0,2095","0,0804","0,1979"
"3,6660","-0,0321","0,2112","0,6090","0,1095"
"3,6830","-0,0171","0,2108","0,8803","-0,0247"
"3,7000","-0,0033","0,2131","0,8164","0,1340"
"3,7160","0,0145","0,2105","1,1106","-0,1599"
"3,7330","0,0278","0,2096","0,7834","-0,0557"
"3,7500","0,0379","0,2069","0,5938","-0,1546"
"3,7660","0,0402","0,2048","0,1424","-0,1336"
"3,7830","0,0334","0,2087","-0,3979","0,2309"
"3,8000","0,0228","0,2098","-0,6247","0,0639"
"3,8160","0,0083","0,2118","-0,9091","0,1270"
"3,8330","-0,0054","0,2094","-0,8040","-0,1423"
"3,8500","-0,0224","0,2101","-0,9999","0,0371"
"3,8660","-0,0334","0,2081","-0,6878","-0,1205"
"3,8830","-0,0391","0,2071","-0,3360","-0,0577"
"3,9000","-0,0406","0,2084","-0,0866","0,0742"
"3,9160","-0,0358","0,2074","0,3023","-0,0613"
"3,9330","-0,0261","0,2067","0,5669","-0,0433"
"3,9500","-0,0111","0,2076","0,8844","0,0536"
"3,9660","0,0041","0,2085","0,9507","0,0570"
"3,9830","0,0183","0,2097","0,8329","0,0722"
"4,0000","0,0278","0,2084","0,5608","-0,0804"
"4,0160","0,0356","0,2064","0,4841","-0,1249"
"4,0330","0,0381","0,2051","0,1505","-0,0763"
"4,0500","0,0322","0,2067","-0,3484","0,0948"
"4,0660","0,0185","0,2101","-0,8543","0,2125"
"4,0830","0,0043","0,2118","-0,8391","0,1010"
"4,1000","-0,0123","0,2114","-0,9752","-0,0227"
"4,1160","-0,0265","0,2098","-0,8893","-0,1008"
"4,1330","-0,0376","0,2069","-0,6535","-0,1711"
"4,1500","-0,0410","0,2057","-0,1959","-0,0722"
"4,1660","-0,0406","0,2062","0,0241","0,0329"
"4,1830","-0,0332","0,2071","0,4329","0,0557"
"4,2000","-0,0234","0,2092","0,5752","0,1237"
"4,2160","-0,0100","0,2112","0,8390","0,1205"
"4,2330","0,0054","0,2114","0,9051","0,0144"
"4,2500","0,0193","0,2098","0,8205","-0,0928"
"4,2660","0,0296","0,2091","0,6418","-0,0460"
"4,2830","0,0335","0,2057","0,2309","-0,2000"
"4,3000","0,0353","0,2065","0,1072","0,0454"
"4,3160","0,0284","0,2094","-0,4359","0,1840"
"4,3330","0,0148","0,2099","-0,7979","0,0268"
"4,3500","-0,0013","0,2098","-0,9442","-0,0021"
"4,3660","-0,0147","0,2087","-0,8412","-0,0701"
"4,3830","-0,0280","0,2097","-0,7814","0,0557"
"4,4000","-0,0353","0,2073","-0,4268","-0,1381"
"4,4160","-0,0388","0,2066","-0,2234","-0,0438"
"4,4330","-0,0373","0,2061","0,0887","-0,0330"
"4,4500","-0,0315","0,2084","0,3402","0,1361"
"4,4660","-0,0202","0,2106","0,7119","0,1424"
"4,4830","-0,0036","0,2100","0,9752","-0,0392"
"4,5000","0,0084","0,2104","0,7051","0,0268"
"4,5160","0,0200","0,2109","0,7272","0,0307"
"4,5330","0,0291","0,2095","0,5319","-0,0866"
"4,5500","0,0328","0,2107","0,2165","0,0722"
"4,5660","0,0308","0,2082","-0,1249","-0,1577"
"4,5830","0,0232","0,2077","-0,4453","-0,0289"
"4,6000","0,0109","0,2093","-0,7216","0,0990"
"4,6160","-0,0016","0,2087","-0,7820","-0,0416"
"4,6330","-0,0177","0,2100","-0,9504","0,0763"
"4,6500","-0,0260","0,2074","-0,4865","-0,1546"
"4,6660","-0,0319","0,2052","-0,3702","-0,1358"
"4,6830","-0,0373","0,2058","-0,3134","0,0350"
"4,7000","-0,0332","0,2082","0,2412","0,1402"
"4,7160","-0,0271","0,2095","0,3790","0,0810"
"4,7330","-0,0164","0,2101","0,6288","0,0350"
"4,7500","-0,0014","0,2120","0,8824","0,1155"
"4,7660","0,0123","0,2110","0,8543","-0,0613"
"4,7830","0,0230","0,2099","0,6329","-0,0660"
"4,8000","0,0296","0,2095","0,3855","-0,0268"
"4,8160","0,0337","0,2081","0,2563","-0,0832"
"4,8330","0,0279","0,2103","-0,3422","0,1299"
"4,8500","0,0210","0,2099","-0,4020","-0,0268"
"4,8660","0,0090","0,2113","-0,7492","0,0898"
"4,8830","-0,0056","0,2125","-0,8597","0,0701"
"4,9000","-0,0186","0,2108","-0,7649","-0,1031"
"4,9160","-0,0303","0,2098","-0,7316","-0,0570"
"4,9330","-0,0340","0,2080","-0,2206","-0,1072"
"4,9500","-0,0367","0,2071","-0,1546","-0,0515"
"4,9660","-0,0312","0,2082","0,3395","0,0679"
"4,9830","-0,0237","0,2099","0,4453","0,0990"
"5,0000","-0,0130","0,2124","0,6247","0,1464"
"5,0160","0,0013","0,2130","0,8959","0,0372"
"5,0330","0,0144","0,2114","0,7690","-0,0948"
"5,0500","0,0226","0,2101","0,4845","-0,0763"
"5,0660","0,0301","0,2084","0,4710","-0,1073"
"5,0830","0,0318","0,2099","0,0948","0,0907"
"5,1000","0,0254","0,2099","-0,3752","0,0021"
"5,1160","0,0161","0,2101","-0,5783","0,0088"
"5,1330","0,0044","0,2126","-0,6865","0,1484"
"5,1500","-0,0088","0,2111","-0,7793","-0,0866"
"5,1660","-0,0203","0,2110","-0,7185","-0,0088"
"5,1830","-0,0293","0,2075","-0,5319","-0,2082"
"5,2000","-0,0343","0,2084","-0,2948","0,0577"
"5,2160","-0,0345","0,2088","-0,0088","0,0219"
"5,2330","-0,0294","0,2095","0,2969","0,0433"
"5,2500","-0,0209","0,2118","0,5010","0,1361"
"5,2660","-0,0090","0,2116","0,7448","-0,0131"
"5,2830","0,0055","0,2117","0,8535","0,0062"
"5,3000","0,0164","0,2115","0,6412","-0,0165"
"5,3160","0,0247","0,2111","0,5213","-0,0219"
"5,3330","0,0296","0,2106","0,2886","-0,0268"
"5,3500","0,0269","0,2118","-0,1629","0,0680"
"5,3660","0,0207","0,2110","-0,3833","-0,0504"
"5,3830","0,0144","0,2114","-0,3752","0,0227"
"5,4000","0,0029","0,2115","-0,6742","0,0062"
"5,4160","-0,0124","0,2106","-0,9594","-0,0548"
"5,4330","-0,0224","0,2098","-0,5855","-0,0495"
"5,4500","-0,0299","0,2088","-0,4412","-0,0577"
"5,4660","-0,0335","0,2065","-0,2256","-0,1402"
"5,4830","-0,0322","0,2068","0,0783","0,0144"
"5,5000","-0,0253","0,2093","0,4061","0,1505"
"5,5160","-0,0163","0,2103","0,5608","0,0613"
"5,5330","-0,0059","0,2118","0,6144","0,0886"
"5,5500","0,0074","0,2115","0,7814","-0,0206"
"5,5660","0,0162","0,2120","0,5476","0,0329"
"5,5830","0,0273","0,2085","0,6556","-0,2082"
"5,6000","0,0286","0,2093","0,0763","0,0495"
"5,6160","0,0257","0,2106","-0,1862","0,0810"
"5,6330","0,0191","0,2116","-0,3876","0,0557"
"5,6500","0,0123","0,2101","-0,3979","-0,0845"
"5,6660","-0,0015","0,2093","-0,8631","-0,0504"
"5,6830","-0,0131","0,2103","-0,6803","0,0598"
"5,7000","-0,0245","0,2112","-0,6721","0,0515"
"5,7160","-0,0312","0,2088","-0,4162","-0,1533"
"5,7330","-0,0339","0,2071","-0,1608","-0,0948"
"5,7500","-0,0304","0,2086","0,2041","0,0886"
"5,7660","-0,0230","0,2075","0,4644","-0,0701"
"5,7830","-0,0158","0,2082","0,4206","0,0392"
"5,8000","-0,0060","0,2118","0,5793","0,2144"
"5,8160","0,0086","0,2102","0,9112","-0,1008"
"5,8330","0,0173","0,2098","0,5113","-0,0268"
"5,8500","0,0256","0,2094","0,4886","-0,0227"
"5,8660","0,0264","0,2090","0,0526","-0,0219"
"5,8830","0,0244","0,2098","-0,1196","0,0474"
"5,9000","0,0165","0,2106","-0,4618","0,0474"
"5,9160","0,0065","0,2112","-0,6287","0,0329"
"5,9330","-0,0056","0,2114","-0,7113","0,0124"
"5,9500","-0,0193","0,2119","-0,8082","0,0330"
"5,9660","-0,0263","0,2103","-0,4359","-0,1051"
"5,9830","-0,0321","0,2095","-0,3381","-0,0433"
"6,0000","-0,0333","0,2075","-0,0742","-0,1196"
"6,0160","-0,0285","0,2085","0,3023","0,0613"
"6,0330","-0,0202","0,2074","0,4886","-0,0618"
"6,0500","-0,0120","0,2098","0,4824","0,1402"
"6,0660","0,0006","0,2091","0,7864","-0,0438"
"6,0830","0,0110","0,2094","0,6123","0,0186"
"6,1000","0,0199","0,2103","0,5257","0,0495"
"6,1160","0,0270","0,2103","0,4381","0,0044"
"6,1330","0,0283","0,2086","0,0783","-0,0990"
"6,1500","0,0227","0,2106","-0,3257","0,1175"
"6,1660","0,0162","0,2113","-0,4096","0,0416"
"6,1830","0,0050","0,2077","-0,6556","-0,2123"
"6,2000","-0,0079","0,2103","-0,7628","0,1526"
"6,2160","-0,0179","0,2109","-0,6221","0,0372"
"6,2330","-0,0250","0,2095","-0,4165","-0,0804"
"6,2500","-0,0304","0,2085","-0,3196","-0,0618"
"6,2660","-0,0301","0,2057","0,0197","-0,1752"
"6,2830","-0,0255","0,2092","0,2680","0,2082"
"6,3000","-0,0194","0,2123","0,3608","0,1835"
"6,3160","-0,0089","0,2092","0,6571","-0,1971"
"6,3330","0,0015","0,2113","0,6082","0,1278"
"6,3500","0,0171","0,2143","0,9174","0,1711"
"6,3660","0,0208","0,2103","0,2344","-0,2453"
"6,3830","0,0253","0,2094","0,2618","-0,0557"
"6,4000","0,0234","0,2105","-0,1093","0,0660"
"6,4160","0,0196","0,2102","-0,2410","-0,0175"
"6,4330","0,0121","0,2109","-0,4391","0,0392"
"6,4500","0,0000","0,2106","-0,7092","-0,0186"
"6,4660","-0,0112","0,2101","-0,7010","-0,0285"
"6,4830","-0,0164","0,2102","-0,3072","0,0062"
"6,5000","-0,0258","0,2095","-0,5546","-0,0412"
"6,5160","-0,0280","0,2117","-0,1336","0,1336"
"6,5330","-0,0268","0,2090","0,0660","-0,1546"
"6,5500","-0,0225","0,2109","0,2577","0,1093"
"6,5660","-0,0141","0,2094","0,5257","-0,0920"
"6,5830","-0,0083","0,2106","0,3381","0,0701"
"6,6000","0,0056","0,2119","0,8205","0,0763"
"6,6160","0,0149","0,2112","0,5783","-0,0460"
"6,6330","0,0201","0,2128","0,3051","0,0969"
"6,6500","0,0241","0,2091","0,2371","-0,2185"
"6,6660","0,0238","0,2081","-0,0219","-0,0613"
"6,6830","0,0175","0,2079","-0,3690","-0,0103"
"6,7000","0,0097","0,2130","-0,4556","0,2969"
"6,7160","-0,0033","0,2117","-0,8171","-0,0810"
"6,7330","-0,0140","0,2114","-0,6288","-0,0186"
"6,7500","-0,0212","0,2125","-0,4226","0,0680"
"6,7660","-0,0253","0,2116","-0,2563","-0,0591"
"6,7830","-0,0278","0,2103","-0,1443","-0,0763"
"6,8000","-0,0288","0,2100","-0,0598","-0,0165"
"6,8160","-0,0205","0,2086","0,5170","-0,0898"
"6,8330","-0,0135","0,2116","0,4144","0,1773"
"6,8500","-0,0022","0,2120","0,6597","0,0227"
"6,8660","0,0084","0,2112","0,6659","-0,0482"
"6,8830","0,0181","0,2092","0,5711","-0,1155"
"6,9000","0,0205","0,2104","0,1381","0,0660"
"6,9160","0,0216","0,2107","0,0679","0,0219"
"6,9330","0,0226","0,2099","0,0639","-0,0495"
"6,9500","0,0161","0,2111","-0,3835","0,0701"
"6,9660","0,0068","0,2112","-0,5805","0,0088"
"6,9830","-0,0049","0,2129","-0,6906","0,1010"
"7,0000","-0,0124","0,2113","-0,4412","-0,0928"
"7,0160","-0,0219","0,2111","-0,5936","-0,0153"
"7,0330","-0,0251","0,2107","-0,1855","-0,0247"
"7,0500","-0,0277","0,2102","-0,1567","-0,0309"
"7,0660","-0,0257","0,2088","0,1270","-0,0876"
"7,0830","-0,0200","0,2097","0,3340","0,0557"
"7,1000","-0,0126","0,2110","0,4350","0,0783"
"7,1160","-0,0020","0,2114","0,6637","0,0219"
"7,1330","0,0084","0,2125","0,6123","0,0639"
"7,1500","0,0178","0,2105","0,5505","-0,1154"
"7,1660","0,0209","0,2101","0,1928","-0,0285"
"7,1830","0,0218","0,2108","0,0577","0,0412"
"7,2000","0,0200","0,2111","-0,1051","0,0206"
"7,2160","0,0144","0,2122","-0,3527","0,0679"
"7,2330","0,0066","0,2123","-0,4597","0,0082"
"7,2500","-0,0072","0,2124","-0,8123","0,0021"
"7,2660","-0,0165","0,2098","-0,5783","-0,1599"
"7,2830","-0,0211","0,2116","-0,2742","0,1051"
"7,3000","-0,0250","0,2104","-0,2268","-0,0722"
"7,3160","-0,0253","0,2078","-0,0197","-0,1577"
"7,3330","-0,0215","0,2094","0,2268","0,0907"
"7,3500","-0,0161","0,2109","0,3175","0,0866"
"7,3660","-0,0067","0,2123","0,5849","0,0920"
"7,3830","0,0037","0,2086","0,6123","-0,2206"
"7,4000","0,0103","0,2112","0,3876","0,1567"
"7,4160","0,0187","0,2106","0,5235","-0,0416"
"7,4330","0,0226","0,2101","0,2288","-0,0268"
"7,4500","0,0215","0,2109","-0,0639","0,0454"
"7,4660","0,0185","0,2119","-0,1862","0,0613"
"7,4830","0,0104","0,2117","-0,4762","-0,0124"
"7,5000","0,0009","0,2124","-0,5608","0,0454"
"7,5160","-0,0075","0,2109","-0,5257","-0,0964"
"7,5330","-0,0156","0,2119","-0,4742","0,0577"
"7,5500","-0,0213","0,2098","-0,3360","-0,1196"
"7,5660","-0,0274","0,2110","-0,3833","0,0723"
"7,5830","-0,0238","0,2092","0,2123","-0,1072"
"7,6000","-0,0197","0,2121","0,2412","0,1732"
"7,6160","-0,0119","0,2106","0,4907","-0,0942"
"7,6330","-0,0028","0,2137","0,5360","0,1794"
"7,6500","0,0053","0,2143","0,4742","0,0371"
"7,6660","0,0140","0,2123","0,5432","-0,1270"
"7,6830","0,0205","0,2119","0,3835","-0,0186"
"7,7000","0,0234","0,2114","0,1691","-0,0330"
"7,7160","0,0209","0,2124","-0,1555","0,0657"
"7,7330","0,0166","0,2126","-0,2495","0,0082"
"7,7500","0,0083","0,2119","-0,4907","-0,0412"
"7,7660","-0,0003","0,2123","-0,5367","0,0285"
"7,7830","-0,0089","0,2097","-0,5092","-0,1567"
"7,8000","-0,0169","0,2099","-0,4701","0,0165"
"7,8160","-0,0209","0,2110","-0,2475","0,0679"
"7,8330","-0,0265","0,2130","-0,3278","0,1134"
"7,8500","-0,0246","0,2128","0,1093","-0,0103"
"7,8660","-0,0175","0,2108","0,4425","-0,1227"
"7,8830","-0,0116","0,2117","0,3505","0,0536"
"7,9000","-0,0020","0,2118","0,5628","0,0062"
"7,9160","0,0088","0,2151","0,6769","0,2015"
"7,9330","0,0128","0,2092","0,2350","-0,3422"
"7,9500","0,0199","0,2118","0,4144","0,1505"
"7,9660","0,0237","0,2116","0,2410","-0,0153"
"7,9830","0,0209","0,2096","-0,1691","-0,1134"
"8,0000","0,0149","0,2092","-0,3525","-0,0268"
"8,0160","0,0086","0,2146","-0,3921","0,3417"
"8,0330","-0,0015","0,2092","-0,5958","-0,3195"
"8,0500","-0,0110","0,2099","-0,5546","0,0412"
"8,0660","-0,0185","0,2094","-0,4731","-0,0329"
"8,0830","-0,0211","0,2075","-0,1484","-0,1113"
"8,1000","-0,0251","0,2070","-0,2371","-0,0268"
"8,1160","-0,0216","0,2108","0,2212","0,2322"
"8,1330","-0,0176","0,2123","0,2309","0,0887"
"8,1500","-0,0100","0,2064","0,4474","-0,3464"
